rmse
3.516084373297031
3.5065764933312904
3.489454744736657
3.501255418298355
3.4460980191957633
3.474403637974741
3.531969909223
3.460664768095974
3.5115208907292326
3.476051450982898
3.5738403936751895
3.4342002863545367
3.524135968707445
3.4255076365936517
3.4714362036952835
3.5364130700949943
3.505261216189787
3.4807915378672787
3.456298585890562
3.4831121570433226
3.4679691307269964
3.4665179831152124
3.5513733458152563
3.511097275932413
3.5859170611260858
3.481287008707826
3.435589533392921
3.5235045036170023
3.416661540558266
3.569498873264854
