rmse
2.606643589640171
2.662226671335632
2.717484364921316
2.427846062159959
2.5376992449520115
2.8068017315095957
2.7657848693963314
2.725992144751013
2.775065502232163
2.2855898518513666
2.9395939979497445
2.688777868342979
2.6364929762084275
2.7010979900553465
2.7051147292890905
2.857724500356043
2.298429608508699
2.5827676486783986
2.6810589547625083
2.7318389482786665
2.715220143180935
2.6425468639982648
2.6546061703876402
2.696226613626054
2.622582447551511
2.564009459458835
2.6045567464027317
2.813221339216985
2.774992608159336
2.712426629840775
