mae_1,mae_2,mae_3,rmse_1,rmse_2,rmse_3,mape_1,mape_2,mape_3
1.7574774709216956,1.5708823338109812,2.562196003942431,2.241081392821646,2.150472318587619,3.5678053418961433,52.76252621251297,37.32113398503922,44.40298712944483
1.6961034012500675,1.8667534472126477,2.5262420019155725,2.2153921722872614,2.498193728001506,3.421178265247993,54.78900265880513,46.307941568153275,47.32840515698693
1.9057422911502884,1.6218938104008984,2.6949676931769195,2.38123358253099,2.253207891985425,3.600108231351458,67.24994962610398,38.96990737468516,49.443623588431336
1.7253351835078958,1.7431045054908132,2.8728289865264314,2.2184927365213345,2.3554898215328035,3.7844434189326477,54.360007686126664,43.384376804933744,58.18095960056187
1.8892466638907386,1.7274141226929127,3.0222235333441057,2.485593425604649,2.393846921016183,3.946303550485362,61.17628845164736,42.69259472995218,57.55614976299266
1.8315292965609007,1.8099803034664201,2.5601208266897344,2.2486753835350703,2.355813429967914,3.351015205981844,63.92054476382278,46.41407688128102,48.315364102909555
2.049806081409501,1.762430366933577,2.7953327833660455,2.63728504663361,2.353044540598076,3.614792946275756,64.00366958829774,44.54382886467023,54.847333798885494
1.7891892927280524,1.7928344178956614,2.406526688100926,2.1781416071138278,2.3954119454533984,3.3857655177779966,58.36707945114483,49.13611935024715,45.42538354521436
2.0479713156237187,1.775667948730322,2.686072296241387,2.5073838200962992,2.3828099965485245,3.5508764998716758,66.30178635871798,48.75406755920967,50.25106480488033
1.9517548466562922,1.7381763876819432,2.3866184925821314,2.480833132606387,2.3555533939263524,3.2651627417003084,62.20808977918931,41.36048432251927,43.35540260751123
1.9034567155672875,2.011947865718962,2.9384594423338344,2.3994985351958387,2.480203791506903,3.8068756080236548,61.07852051117682,51.59201845154232,55.52450635900202
1.7260440181878784,1.8612462496103475,2.6406632734406337,2.0735726943624613,2.4556746958992792,3.5583288759339764,61.116162215925144,48.79156545750508,49.628312218345634
1.7768611213647183,1.611641829799908,2.6876252899994606,2.23140270683084,2.2065814913874924,3.6377516463765005,57.67006660291113,41.834284908887106,50.4034087681048
1.8999219674132255,1.600303755244412,2.789826823437424,2.3417793369911473,2.1657515375753,3.6848723408805713,61.293384948438906,35.274240109653334,54.50173115165544
1.7639688956908492,1.7233597469321835,2.655826537942418,2.19107325422551,2.260282637849745,3.647167843859967,60.67309014045661,43.881011278008664,48.120345270674406
1.9096888566420802,1.7805031013433468,2.5768627941181794,2.367279913306524,2.3521229102516257,3.5404344599368756,69.46887043803224,47.614845238547225,46.0424778028472
1.9798878433753413,1.695629128298431,2.6768808357271885,2.4754292218382483,2.2577957852988275,3.6297311933617507,65.36328567065495,44.81310440585541,48.767953131647914
1.8155622872697876,1.80074499060949,2.5236426310777182,2.3296156510328436,2.4057252321271294,3.388715858872813,56.95375414457637,42.90549475962789,43.30199670619119
1.945711318475028,2.0115442566041706,2.8960661288795206,2.4601796785867878,2.6526358268344774,3.7805216228409533,63.23598276885423,50.57113975502509,58.51137178658847
1.9121497289396732,1.7649012605045242,2.6934291160368398,2.3130849585435556,2.309721985914897,3.619622449113431,68.43984696676293,47.95697852136873,49.73763422185881
1.8152761295453508,1.6297966923512728,2.8110495124365764,2.2409997952971867,2.2555393156374826,3.5914482407624306,60.29356977256988,37.991956272141195,56.35012347616804
1.791265624495896,1.9773329977543952,2.498921762828238,2.3696168914709546,2.5488505159365564,3.5075279892725377,58.69260302696675,54.65840243224386,44.31008106320148
1.8809442783285484,1.6978325732517827,2.5623068534304565,2.4280297631065513,2.4007781229825764,3.6083433371445954,57.98795433572936,41.77920141045657,45.38231006404067
1.8045985430890934,1.7853638836112158,2.6130801615797976,2.228765030269959,2.300769622027582,3.3966492850104872,60.5602288466362,44.10649309201052,49.457210278758225
1.76709382970608,1.738936416558112,2.7336921139910375,2.212759181126572,2.3650172684979096,3.6811504041657868,52.927082107844,41.98962758185577,52.063159613889596
1.6632572227296543,1.791744370595564,2.748409802397828,2.157147250132664,2.402016583428288,3.706738824979812,50.39964781476873,46.155255403678865,50.01613500117384
1.8401521945893187,1.7576460067799728,2.610500563892915,2.2289973748057044,2.336721979365069,3.520753920698856,59.32225114513801,42.471072037182786,46.15945240791059
1.989760651882215,1.7021893516186075,2.7798379543568057,2.470210444142996,2.286227589755096,3.6413234545021838,66.91165930004016,44.39611871330424,52.40663254827547
1.8390332982251842,1.6705323728735795,2.8475513606117464,2.346150538736257,2.293941304806659,3.7140618405958064,59.17885318297293,44.13253608285824,53.58773779699163
1.787952549161517,1.867487251490958,2.9058693918264944,2.370496007536997,2.4878648440892985,3.8273423049590187,55.222312872798966,46.421819411450926,57.22135328750553
