mae_1,mae_2,mae_3,rmse_1,rmse_2,rmse_3,mape_1,mape_2,mape_3
1.6042016780069397,1.5895367012927852,1.6973675298206945,1.9945395801008334,2.0766476771040567,2.303230114967193,52.11585266397763,67.36090853834598,42.11582529688711
1.6494788700121563,1.5765155754764784,1.8032944096553933,2.087714918799644,2.1204149129479446,2.4381043123652004,53.9224908572657,67.53817165008934,42.27334341735799
1.664498582764098,1.5327216484341217,1.7400100986964424,1.9986325703984942,1.938277226135559,2.2909029403440426,50.59020455107385,61.81982180124548,38.78637749585427
1.8425382783102595,1.747131245378469,2.1063189217031857,2.2075994727744326,2.2418274003993823,2.8605447224739526,58.1212384331928,69.69099955248024,43.82005361253955
1.5919292269101473,1.4424003920427846,1.641157688511576,1.9515829317522015,1.9402244739651628,2.228311242350993,48.66156307297327,62.37340048356266,37.083459940860074
1.8075698836775107,1.6320327059269217,1.899793329191884,2.1795182243059252,2.1937544926052532,2.5226005120973176,57.05255786731927,69.99978276830943,44.83554136900255
1.8081461594922754,1.5701645310699655,1.8100960298987694,2.1633586225940804,2.0156312938809635,2.3522423673393598,54.388149799405184,63.5528544944486,41.520854377998816
1.7246835032478676,1.567097484588698,1.950249698615045,2.077775764511199,2.1019305477851105,2.5201485768385474,51.76260973670649,65.33057581325502,45.03436352455367
1.6651354613624725,1.53632146089569,1.788147651876137,2.078381836318646,2.0444464182036546,2.3386913478994726,53.23282612384842,66.10926029164379,41.00552127478526
1.667032958058289,1.6035744317499172,1.681832114135999,2.050155483493648,2.082011681458153,2.229778342059518,53.08567372233337,68.14982624832082,40.40374956942067
1.5158672538168347,1.4567906747243458,1.639873500893625,1.9324692140991147,1.9786677294887507,2.2542809058474633,50.305741550768836,65.91650201902476,39.246692973374884
1.576926826527656,1.5049949027328173,1.600543164875215,1.9580827545878468,2.0039418821549324,2.1421674993301165,50.14251819260899,65.79967016329688,38.06708213735757
1.6307345757457523,1.5263778759419955,1.9036774669415368,1.9880032192943289,1.922660252400957,2.4638299471321536,47.447802691514184,59.26517731025581,41.90619647092697
1.5728899659308182,1.5442452145745436,1.6992638423209883,1.9344934220188954,2.0597354450426915,2.25404736861904,50.181903237636384,67.89583782966612,39.08843321676096
1.6179220454251761,1.5474737592879724,1.668461740013155,2.005197933098312,2.056926227140721,2.2690884980870174,50.60170585406824,65.37432852430922,38.138141696760975
1.5633564628004726,1.5032910734193803,1.621512754467219,1.9118888259192246,1.9528932825366827,2.1865559924443496,53.20470619550407,64.66065879849816,40.17773441966623
1.726075075461024,1.4881379728454873,1.9166653369055855,2.154798847880874,1.938712656974289,2.5592106064320754,53.235255870783874,62.295441260971074,44.49034744944617
1.5825664107093045,1.540395879053393,1.5849368906419539,1.941342517145424,2.050259382152266,2.1117869965949505,49.972080959744794,67.77110151176461,38.127602761392446
1.6533221218517227,1.524292689674424,1.7267095091466618,2.091468068964506,2.0580355396871797,2.2848773780889107,53.82729726888956,63.28124130672095,40.28420855602402
1.6753702590517445,1.5652678267937927,1.7873367221468683,2.0176788016472877,2.027117855885816,2.396620501839615,53.44508593033248,65.78877460077757,40.92191205745399
1.6054626495326374,1.501394988118335,1.5936791833427255,2.0019016085352392,1.9864897439854883,2.137530959149529,51.87818913940221,63.87725365646654,36.851818503283525
1.9168329288196095,1.5848934466680897,2.030275200141756,2.291964603629411,2.100907391044823,2.622687714415009,60.12883816247093,66.033461845772,45.313509287160905
1.6616739836721361,1.5419332282036766,1.8439270605480877,2.0130456581549687,1.9912854570807155,2.387949520664939,49.86540766023851,67.34608099777316,42.50537821181034
1.6143614815159673,1.5535995444844706,1.7807977491403513,1.9904612478317882,2.0489779599202778,2.4178229656497554,52.04394612039255,66.25296970389726,40.20220805298978
1.7022876125108806,1.577572114736136,1.7370370164653515,2.076777930305609,2.1335203609972906,2.313187458587074,51.46860764941365,69.49066284909074,41.68260245484263
1.6116184055453935,1.5352991875241173,1.6291760182386796,2.0243547359959826,2.093781832781102,2.198146356168023,52.569182843894986,67.76480943967383,38.248880063543126
1.5985736153021706,1.5545001635452529,1.6619049753398847,1.9926317845700559,2.0641853414055236,2.2182715805320865,51.05034449066682,66.82938692947418,39.48756542757227
1.6101422118704793,1.5580029835902816,1.721677727740829,1.9952709203072458,2.06964889340852,2.321696210790768,51.48604192730552,66.43989617015924,40.24260962642436
1.5699864953779683,1.4565364371050444,1.6367809807420044,1.9510002241909326,1.8970369674963254,2.2056725876844223,51.566374051539256,63.21121810151506,39.43148831418285
1.8253102771499048,1.7372725641955722,2.0042534412922945,2.2159995772536196,2.3459691722046063,2.6643151412638733,59.179915819791816,73.27293367392475,45.822437084089
