rmse
3.103818550994274
2.8155048987598237
3.099278542729001
3.0490429818884324
3.1190425690186188
3.4348157561020445
3.3071253141082457
3.127755719630452
3.5147362524332855
3.1957867557128385
3.348892059320459
3.9128270974213977
3.0482601159904696
2.936817278757726
3.5751701715964663
3.2890855757540933
3.0778924640622174
3.759168068770007
3.319961284685379
2.9845730592791675
3.616939064308834
2.866944310001153
3.2425434664200905
2.5758357316726093
3.5622908811803113
3.300168835553889
2.775264112009829
3.2336958400527847
3.8637149946167155
3.3000357909062275
