mae_1,mae_2,mae_3,rmse_1,rmse_2,rmse_3,mape_1,mape_2,mape_3
1.464042617800397,1.4512839708987402,1.978686308492301,2.0093199501387593,1.834923102031047,2.6129750941714036,44.939056864619666,44.90935177186674,46.02100395704656
1.5675427437535732,1.7000106209378743,1.943067382620253,1.9537995169032674,2.0689861658381314,2.4809459733099133,48.97105598693843,59.942711466545134,46.64212078936689
1.3319089297138986,1.2393353996780636,1.852824030797931,1.7406976120662734,1.5996931831453611,2.5643930492938933,36.417161195065006,40.62784301152082,44.56295862911639
1.38054920850161,1.3962439450771211,1.9844307073612064,1.777977963535747,1.806398396438491,2.9817929976317097,42.788456053508604,45.82129778156593,42.41052849631664
1.4048605788923678,1.5621286145471918,2.005829832622484,1.799195259048357,1.8848855410943979,2.605505728570936,39.55040784810693,52.27984940974319,48.3384015907622
1.358018503388988,1.76747685920355,2.205858769874299,1.7131259629477669,2.2166130555863353,3.0388390392803015,40.73757628273847,60.70079000732623,48.21321579461406
1.4790875947447804,1.7606903319286207,2.198263428447843,1.9714871485919403,2.2505096894927594,3.0542959099372693,44.40840512033765,55.520956505010034,43.782831965227814
1.5393497827268547,1.7118287010202877,2.294461746991222,1.991907455130623,2.2254773962001773,3.3748652840382753,43.86455644216729,47.53714739877007,47.961583912000776
1.635625568148096,1.8817520585136136,2.5031728555810497,2.2051007092505173,2.3853259028996963,3.2393392422276137,42.312212709669275,54.85462539236678,54.672227236006236
1.3592980125728946,1.4631045184935774,1.7211130449756553,1.752595133182475,1.8595775181910241,2.4529102318024707,40.39957661159629,51.7741991395131,41.80782776537295
1.453027652020144,1.4680219696415104,1.8146593355363438,1.8419861559246384,1.8117644677760976,2.453521892653755,40.34719566530957,49.57659682456448,44.27397511595007
1.627082662106417,1.5874718345309642,2.231849885112351,2.160276547438411,1.9718903454887253,3.0094833990924776,49.559829953978024,50.004395692583294,55.92893871770796
1.5995207547883843,1.6051436823731913,1.9515127383592392,2.0723641771805568,2.0616863098656424,2.4825453478254023,51.05490315793056,58.65365495716664,43.494214991745665
1.6491830977951865,1.4404852706989668,1.86825264412061,2.211728263934953,1.8094585405236185,2.3604642675362144,57.15420006302554,52.732699716155274,44.441856434779
1.4929684615451158,1.604971357919954,2.2710994443934496,1.9738095934735163,2.05983019578371,2.9032632009464074,46.12249081655337,57.63410964367738,56.529348831189054
1.7143788634113988,1.649816933778228,1.9250120197703964,2.307202925500177,2.0169171017966776,2.537089146959252,59.50419193808025,58.64587875198917,49.06588119030633
1.6031191657353343,1.5175668522568593,2.0193848629126414,2.1171437974429255,1.9601606680397587,2.588992450193043,50.56662869188176,58.06570786319463,47.21008781270759
1.4586655724004982,1.5484108263746799,1.7298648839914286,1.9671460176656903,1.8834174407418722,2.294314620567762,44.24153919025396,53.479796938858804,42.78365962042561
1.5475401712964634,1.874133335019034,2.019917763362119,2.0872505415396656,2.2950147585742275,2.8099948889243604,44.55587575133219,63.01785812317195,48.04491212681309
1.495558608429739,1.3477284284280169,2.0506864274776238,1.971130930435142,1.7235092587706489,2.679785530664453,44.43658431680632,47.383470847334806,48.77944373122874
1.489673899896466,1.554743882740179,1.9254865097870268,1.852136061784569,1.9050796491213007,2.5770764507053046,44.25974660754701,50.83562534732819,41.72585016534331
1.6130133671485591,2.0029388655301075,2.5007565965769114,2.1182200574404497,2.4305097873162405,3.4689515741493957,42.55197201614995,58.10126485240795,54.52440914580942
1.3840395233157186,1.5129946694976257,2.0526894421783,1.7590576499307162,1.9656429002451905,2.9034063463679423,45.773379989675384,56.89788919730138,51.709563169682404
1.4214703656307992,1.288271384567875,1.9888448538153856,1.8955513006352018,1.585702821248684,2.6720331134031245,41.355569786529884,43.15246501662773,45.80659109486365
1.5365745663740233,1.5775394744706595,2.220912822878555,1.9663208136612167,1.9829886653621123,3.2625825740429137,43.57469578160225,44.81780218768718,44.80202473416044
1.5081727789215678,1.5385741520264307,2.038832203384913,1.914444744466222,1.8571072387934535,2.6038113581702165,43.51995609857463,52.209098542562245,48.42202129684053
1.5420636657351783,1.5615455778828726,1.8840014030803793,2.114906026519558,2.0909999149153986,2.6314566268573545,46.80488352272117,54.27154816271627,42.88258623255317
1.4715194138122372,1.4896753101443194,1.7865582361556445,1.9626114709631992,1.9024332483675273,2.288949458400402,43.357872799640035,53.094714387634966,44.02507345565925
1.6407577314692865,1.57272448802634,1.9711595759556306,2.0935646857994192,1.9161755445651045,2.4897129184462083,56.55513510997689,55.97843051733008,48.369768424386265
1.3487953095517633,1.466266767841662,1.7105786566464545,1.8048291763889925,1.8293635847583072,2.357730699105106,39.47636664999032,49.92678557721285,40.934626343914104
