mae
2.011522803214889
1.8499335659275016
2.870331253856007
1.955082723935353
2.0668708420627935
2.236687016033431
2.4660367355738333
2.5545912363928114
2.182587915156179
2.4610329829354263
2.585209889906287
2.226623512785642
1.709775377457376
2.100048918881675
1.9225543930802356
2.715155371380834
2.1189221696964182
2.189242667468873
2.0998359118515264
2.110176108812017
2.090244603167788
2.1229277318600936
1.9074657517402236
2.6354971265699567
2.2986477571464325
1.8978312691368906
2.064316682960974
2.2173696399033096
2.472702861756615
2.1511823597084407
