mae_1,mae_2,mae_3,rmse_1,rmse_2,rmse_3,mape_1,mape_2,mape_3
3.4408104169707747,4.012191144829353,6.033021934047925,4.28615916243723,5.270499548722948,6.839667222261719,131.29096006974868,145.30926403635127,132.15649569727822
3.259119771708189,4.2087898890752085,6.002847710019695,4.1734668365689505,5.368604320380144,6.856620822215794,125.98956195431815,148.61976143672445,134.9240025247898
2.913303525786291,3.6727874038154917,5.619955311983879,3.621066291562473,4.861309074925786,6.600393994088803,110.38048034539358,131.27609272996392,124.39941511061272
3.382992120601935,4.0616841312896295,6.082421268822722,4.084985358573769,5.1898738898572585,6.9073313171331305,130.0933701164971,144.95064697041113,132.6511151257208
3.3967872809493236,3.915179532255131,5.831857875386836,4.303565001574986,5.044695138911436,6.760903369750745,127.82192699641772,138.981420342205,129.40901514811623
2.9722641108185788,4.022691565109288,6.0351905385498625,3.6686015181029674,5.254822556453132,7.0513350647467945,113.93089025128022,140.71605283238645,138.6401181398242
3.5908569041986467,4.63416223401681,6.49153696507094,4.384977853314142,5.815572865647988,7.320028669860518,136.67153762775638,162.59666674832266,147.75898955837357
3.0404398689356205,3.8965398325349083,6.042093993356092,3.620928514444998,4.836409926061996,7.04080748022095,113.8519581124082,137.26572072507733,136.90753787942307
2.8789908723022433,3.6636944240211506,5.524340762567485,3.5831788383174867,4.7412216421183615,6.568236420579001,108.83677665059545,125.66755304011963,123.68127066617592
3.0200696518293717,3.8143373810981225,5.596416832863602,3.6737189778002834,4.778327161321675,6.555018955638796,113.92911656373867,133.548517492239,123.84755598435632
3.4998563025707177,4.089322723839681,6.381561638883303,4.2958874059172505,5.191358450657354,7.136150855146694,134.44020363606478,146.39419311451542,139.20892317373426
3.5827846977204607,3.8840570181947314,6.088264202633317,4.339334377123017,4.99176958011387,6.9009433308808585,133.89130546936218,136.63147355779637,135.86494339417283
2.8496353466248623,3.547095941492549,4.9359354845245615,3.665849880211398,4.66406420890274,5.765695314509098,108.67227227633825,127.42278848827812,108.99936490593586
3.2434313877359764,3.963928214872612,5.633455763491627,3.976359099341262,4.95938692132114,6.485909587631451,123.25162519768301,140.58646891925167,123.52200017904957
4.059536548231981,4.5717477054756825,6.780983678749591,4.887630198693619,5.696075075363029,7.451857301670169,152.4868503714199,162.29408773935106,153.15819582472744
2.8888939407398526,3.9557419398022127,5.539774930336874,3.545210235975092,5.030865307966809,6.45107838697035,109.91845516461805,140.16212208133123,129.09815374546147
2.384463220791209,3.363383155452099,5.146847695679744,3.029300724692277,4.289227147173516,5.972741104045428,94.07209173225242,118.64776652938512,113.90453171669374
3.4918115520430653,4.010458187079044,6.097497179383137,4.279458669558068,5.277018266189382,6.917834738526987,133.01509728111085,145.55062641053627,134.12292583405502
3.54703277811866,4.072620158239488,6.051879026512088,4.387806722361484,5.213957898832109,6.847445862949007,134.96401213602712,146.4916886283454,133.95873045124614
2.6912007228188957,3.4279518351547713,5.202652309651424,3.2090321923220655,4.365615719769207,6.406424997148714,98.08944483203557,117.02588384097405,117.97598646389183
3.07588457468804,3.799604538678836,5.273710904395783,3.7250482328973162,4.738428034031121,6.190762862191768,115.05082668879031,131.99073833561025,121.20221442750024
2.8167862162400543,3.6778421716367236,5.639200988720968,3.4248093820722842,4.7208050519827305,6.804578595844603,105.43931159413187,126.10967638128515,128.71066346942138
3.1053059288437095,3.302434036674233,5.853519466212219,3.6949804705750404,4.236913142507418,6.565937113824168,115.90029484041168,120.50827969362149,129.45409841986512
2.742828977626542,3.4674145735207937,5.03945892821338,3.3303161070031813,4.496635854567876,5.916149961487373,104.49217681972785,124.2465953992001,111.54636703657543
2.4955233315677274,3.496871186564687,5.289335914110754,3.1773427139674695,4.571671865185975,6.138178683465871,97.35190079812496,125.46894507607246,119.88001902091533
3.5163876129837144,3.8908347249671444,5.886746389942772,4.373805877318389,5.06740831499901,6.73811813093446,134.93144394457914,142.44680807178162,129.78174304111033
3.345295046706235,4.029253281576825,5.91299729907315,4.148295311722397,5.16617943960541,6.820408986859536,128.98457662246207,145.43321016922818,133.31010877126653
3.1408511099923464,3.8271147511093835,5.975300405183554,3.878332303635812,4.921381697238003,6.832303364342508,120.3331127178487,135.26323423167327,132.5336256515617
3.5834695585678356,3.9714521276918213,6.339152786226316,4.400131433942081,5.104254903990797,7.067182669924891,136.18816098386853,143.68841353403133,139.4719424645598
2.7099275480161236,3.548546004492425,5.064689525321427,3.4972681884124612,4.752898039491071,5.924321637989006,105.40949469667251,130.18961269682853,111.71840669217757
