rmse
1.4354654838427714
1.4881710217104234
1.2832042543011415
1.2418455673004616
1.2548288427050776
1.4569351660243741
1.499982714108293
1.2786378754142205
1.4619339102552853
1.2747071917819586
1.4267039502782615
1.3739602326776439
1.2510223702699874
1.2889583438728451
1.3692995334408518
1.273093363400633
1.4537199200033017
1.3904956745628054
1.4916610252463358
1.491238876443672
1.3641800317291022
1.4082743132745814
1.406577318841641
1.5300060735018275
1.261818348769035
1.5564767156770307
1.331454618270639
1.2902132930153987
1.2479861593360728
1.5479196668374637
